/Users/xiashang/Desktop/IMG/center_2017_12_27_15_58_51_530.jpg,/Users/xiashang/Desktop/IMG/left_2017_12_27_15_58_51_530.jpg,/Users/xiashang/Desktop/IMG/right_2017_12_27_15_58_51_530.jpg,0,0,0,4.83E-06
/Users/xiashang/Desktop/IMG/center_2017_12_27_15_58_51_601.jpg,/Users/xiashang/Desktop/IMG/left_2017_12_27_15_58_51_601.jpg,/Users/xiashang/Desktop/IMG/right_2017_12_27_15_58_51_601.jpg,0,0,0,5.56E-06
/Users/xiashang/Desktop/IMG/center_2017_12_27_15_58_51_693.jpg,/Users/xiashang/Desktop/IMG/left_2017_12_27_15_58_51_693.jpg,/Users/xiashang/Desktop/IMG/right_2017_12_27_15_58_51_693.jpg,0,0,0,6.49E-06
/Users/xiashang/Desktop/IMG/center_2017_12_27_15_58_51_790.jpg,/Users/xiashang/Desktop/IMG/left_2017_12_27_15_58_51_790.jpg,/Users/xiashang/Desktop/IMG/right_2017_12_27_15_58_51_790.jpg,0,0,0,2.99E-07
/Users/xiashang/Desktop/IMG/center_2017_12_27_15_58_51_918.jpg,/Users/xiashang/Desktop/IMG/left_2017_12_27_15_58_51_918.jpg,/Users/xiashang/Desktop/IMG/right_2017_12_27_15_58_51_918.jpg,0,0,0,3.46E-06
/Users/xiashang/Desktop/IMG/center_2017_12_27_15_58_52_008.jpg,/Users/xiashang/Desktop/IMG/left_2017_12_27_15_58_52_008.jpg,/Users/xiashang/Desktop/IMG/right_2017_12_27_15_58_52_008.jpg,0,0,0,6.85E-06
/Users/xiashang/Desktop/IMG/center_2017_12_27_15_58_52_101.jpg,/Users/xiashang/Desktop/IMG/left_2017_12_27_15_58_52_101.jpg,/Users/xiashang/Desktop/IMG/right_2017_12_27_15_58_52_101.jpg,0,0,0,3.74E-06
/Users/xiashang/Desktop/IMG/center_2017_12_27_15_58_52_180.jpg,/Users/xiashang/Desktop/IMG/left_2017_12_27_15_58_52_180.jpg,/Users/xiashang/Desktop/IMG/right_2017_12_27_15_58_52_180.jpg,0,0,0,4.83E-06
/Users/xiashang/Desktop/IMG/center_2017_12_27_15_58_52_295.jpg,/Users/xiashang/Desktop/IMG/left_2017_12_27_15_58_52_295.jpg,/Users/xiashang/Desktop/IMG/right_2017_12_27_15_58_52_295.jpg,0,0,0,5.89E-06
/Users/xiashang/Desktop/IMG/center_2017_12_27_15_58_52_465.jpg,/Users/xiashang/Desktop/IMG/left_2017_12_27_15_58_52_465.jpg,/Users/xiashang/Desktop/IMG/right_2017_12_27_15_58_52_465.jpg,0,0.3550621,0,0.3751186
/Users/xiashang/Desktop/IMG/center_2017_12_27_15_58_52_584.jpg,/Users/xiashang/Desktop/IMG/left_2017_12_27_15_58_52_584.jpg,/Users/xiashang/Desktop/IMG/right_2017_12_27_15_58_52_584.jpg,0,0.72723,0,1.211053
/Users/xiashang/Desktop/IMG/center_2017_12_27_15_58_52_706.jpg,/Users/xiashang/Desktop/IMG/left_2017_12_27_15_58_52_706.jpg,/Users/xiashang/Desktop/IMG/right_2017_12_27_15_58_52_706.jpg,0,1,0,2.573002
/Users/xiashang/Desktop/IMG/center_2017_12_27_15_58_53_127.jpg,/Users/xiashang/Desktop/IMG/left_2017_12_27_15_58_53_127.jpg,/Users/xiashang/Desktop/IMG/right_2017_12_27_15_58_53_127.jpg,0,1,0,6.538206
/Users/xiashang/Desktop/IMG/center_2017_12_27_15_58_53_192.jpg,/Users/xiashang/Desktop/IMG/left_2017_12_27_15_58_53_192.jpg,/Users/xiashang/Desktop/IMG/right_2017_12_27_15_58_53_192.jpg,-0.2,0.8616431,0,7.368838
/Users/xiashang/Desktop/IMG/center_2017_12_27_15_58_53_259.jpg,/Users/xiashang/Desktop/IMG/left_2017_12_27_15_58_53_259.jpg,/Users/xiashang/Desktop/IMG/right_2017_12_27_15_58_53_259.jpg,-0.35,0.6611231,0,7.827207
/Users/xiashang/Desktop/IMG/center_2017_12_27_15_58_53_380.jpg,/Users/xiashang/Desktop/IMG/left_2017_12_27_15_58_53_380.jpg,/Users/xiashang/Desktop/IMG/right_2017_12_27_15_58_53_380.jpg,-0.03833985,0.2976761,0,8.319394
/Users/xiashang/Desktop/IMG/center_2017_12_27_15_58_53_501.jpg,/Users/xiashang/Desktop/IMG/left_2017_12_27_15_58_53_501.jpg,/Users/xiashang/Desktop/IMG/right_2017_12_27_15_58_53_501.jpg,-0.15,0,0,8.320377
/Users/xiashang/Desktop/IMG/center_2017_12_27_15_58_53_623.jpg,/Users/xiashang/Desktop/IMG/left_2017_12_27_15_58_53_623.jpg,/Users/xiashang/Desktop/IMG/right_2017_12_27_15_58_53_623.jpg,-0.45,0.1852169,0,8.295262
/Users/xiashang/Desktop/IMG/center_2017_12_27_15_58_53_748.jpg,/Users/xiashang/Desktop/IMG/left_2017_12_27_15_58_53_748.jpg,/Users/xiashang/Desktop/IMG/right_2017_12_27_15_58_53_748.jpg,-0.5396848,0.1742397,0,8.535202
/Users/xiashang/Desktop/IMG/center_2017_12_27_15_58_53_865.jpg,/Users/xiashang/Desktop/IMG/left_2017_12_27_15_58_53_865.jpg,/Users/xiashang/Desktop/IMG/right_2017_12_27_15_58_53_865.jpg,-0.1874878,0,0,8.455239
/Users/xiashang/Desktop/IMG/center_2017_12_27_15_58_53_989.jpg,/Users/xiashang/Desktop/IMG/left_2017_12_27_15_58_53_989.jpg,/Users/xiashang/Desktop/IMG/right_2017_12_27_15_58_53_989.jpg,0,0,0,8.337759
/Users/xiashang/Desktop/IMG/center_2017_12_27_15_58_54_162.jpg,/Users/xiashang/Desktop/IMG/left_2017_12_27_15_58_54_162.jpg,/Users/xiashang/Desktop/IMG/right_2017_12_27_15_58_54_162.jpg,-0.45,0,0,8.13778
/Users/xiashang/Desktop/IMG/center_2017_12_27_15_58_54_236.jpg,/Users/xiashang/Desktop/IMG/left_2017_12_27_15_58_54_236.jpg,/Users/xiashang/Desktop/IMG/right_2017_12_27_15_58_54_236.jpg,-0.2928777,0,0,8.07505
/Users/xiashang/Desktop/IMG/center_2017_12_27_15_58_54_307.jpg,/Users/xiashang/Desktop/IMG/left_2017_12_27_15_58_54_307.jpg,/Users/xiashang/Desktop/IMG/right_2017_12_27_15_58_54_307.jpg,-0.07992285,0,0,8.022319
/Users/xiashang/Desktop/IMG/center_2017_12_27_15_58_54_436.jpg,/Users/xiashang/Desktop/IMG/left_2017_12_27_15_58_54_436.jpg,/Users/xiashang/Desktop/IMG/right_2017_12_27_15_58_54_436.jpg,0,0.3851041,0,8.358341
/Users/xiashang/Desktop/IMG/center_2017_12_27_15_58_54_565.jpg,/Users/xiashang/Desktop/IMG/left_2017_12_27_15_58_54_565.jpg,/Users/xiashang/Desktop/IMG/right_2017_12_27_15_58_54_565.jpg,0,0.7724251,0,9.243818
/Users/xiashang/Desktop/IMG/center_2017_12_27_15_58_54_677.jpg,/Users/xiashang/Desktop/IMG/left_2017_12_27_15_58_54_677.jpg,/Users/xiashang/Desktop/IMG/right_2017_12_27_15_58_54_677.jpg,0,1,0,10.50607
/Users/xiashang/Desktop/IMG/center_2017_12_27_15_58_54_846.jpg,/Users/xiashang/Desktop/IMG/left_2017_12_27_15_58_54_846.jpg,/Users/xiashang/Desktop/IMG/right_2017_12_27_15_58_54_846.jpg,0,1,0,12.01763
